"year","DVRPC - All","DVRPC - State","DVRPC - Local","DVRPC - Other","Pennsylvania All Counties - All","Pennsylvania All Counties - State","Pennsylvania All Counties - Local","Pennsylvania All Counties - Other","New Jersey Suburbs - All","New Jersey Suburbs - State","New Jersey Suburbs - Local","New Jersey Suburbs - Other","Pennsylvania Suburbs - All","Pennsylvania Suburbs - State","Pennsylvania Suburbs - Local","Pennsylvania Suburbs - Other","Bucks - All","Bucks - State","Bucks - Local","Bucks - Other","Burlington - All","Burlington - State","Burlington - Local","Burlington - Other","Camden - All","Camden - State","Camden - Local","Camden - Other","Chester - All","Chester - State","Chester - Local","Chester - Other","Delaware - All","Delaware - State","Delaware - Local","Delaware - Other","Gloucester - All","Gloucester - State","Gloucester - Local","Gloucester - Other","Mercer - All","Mercer - State","Mercer - Local","Mercer - Other","Montgomery - All","Montgomery - State","Montgomery - Local","Montgomery - Other","Philadelphia - All","Philadelphia - State","Philadelphia - Local","Philadelphia - Other"
1993,0.134,0.130,0.311,0.125,0.135,0.119,0.429,0.222,0.130,0.167,0.118,0.026,0.119,0.104,0.286,0.206,0.154,0.144,0,0.233,0.109,0.127,0.250,0.070,0.167,0.228,0,0,0.099,0.100,0,0.091,0.073,0.060,0,0.429,0.087,0.116,0,0,0.141,0.165,0.250,0,0.128,0.106,0.286,0.208,0.183,0.158,0.571,0.400
1994,0.127,0.132,0.186,0.092,0.132,0.127,0.231,0.153,0.115,0.145,0.118,0.026,0.116,0.109,0.267,0.139,0.142,0.151,0,0.094,0.100,0.111,0.250,0.070,0.123,0.168,0,0,0.084,0.088,0,0.050,0.074,0.058,1.000,0.400,0.076,0.101,0,0,0.147,0.173,0.250,0,0.138,0.124,0.231,0.172,0.181,0.176,0.182,0.333
1995,0.124,0.126,0.200,0.101,0.133,0.125,0.231,0.179,0.104,0.131,0.143,0.017,0.121,0.111,0.267,0.168,0.167,0.169,0,0.156,0.082,0.095,0.250,0.047,0.118,0.157,0,0,0.096,0.101,0,0.053,0.075,0.058,0,0.750,0.065,0.087,0,0,0.134,0.156,0.250,0,0.128,0.106,0.308,0.172,0.168,0.163,0.182,0.300
1996,0.124,0.125,0.220,0.100,0.133,0.123,0.269,0.177,0.102,0.129,0.133,0.017,0.121,0.108,0.333,0.173,0.161,0.167,0,0.133,0.082,0.095,0.250,0.047,0.117,0.157,0,0,0.111,0.116,0,0.063,0.075,0.065,0,0.400,0.065,0.087,0,0,0.128,0.148,0.250,0,0.124,0.087,0.385,0.208,0.168,0.165,0.182,0.200
1997,0.101,0.105,0.178,0.073,0.110,0.105,0.167,0.120,0.084,0.104,0.200,0.009,0.103,0.097,0.167,0.114,0.110,0.120,0,0.079,0.053,0.061,0.250,0.023,0.089,0.120,0,0,0.073,0.086,0,0,0.089,0.084,0,0.250,0.074,0.085,0.167,0,0.111,0.126,0.250,0,0.124,0.099,0.188,0.164,0.136,0.130,0.167,0.167
1998,0.105,0.106,0.292,0.070,0.120,0.110,0.344,0.115,0.078,0.096,0.188,0.009,0.111,0.109,0.250,0.102,0.131,0.150,0,0.075,0.062,0.076,0.250,0.023,0.076,0.104,0,0,0.074,0.087,0,0,0.078,0.071,0,0.250,0.055,0.059,0.167,0,0.107,0.120,0.200,0,0.137,0.123,0.250,0.143,0.146,0.114,0.438,0.211
1999,0.097,0.095,0.226,0.079,0.113,0.097,0.344,0.134,0.067,0.089,0.048,0,0.094,0.081,0.313,0.116,0.141,0.154,0,0.103,0.056,0.087,0,0,0.063,0.086,0,0,0.047,0.056,0,0,0.052,0.045,0,0.250,0.041,0.062,0,0,0.096,0.107,0.200,0,0.113,0.073,0.313,0.153,0.173,0.145,0.375,0.263
2000,0.103,0.098,0.260,0.091,0.125,0.110,0.344,0.141,0.064,0.076,0.111,0.018,0.089,0.072,0.313,0.124,0.148,0.147,0,0.154,0.074,0.086,0,0.053,0.046,0.062,0,0,0.041,0.049,0,0,0.034,0.036,0,0,0.030,0.030,0.063,0,0.098,0.107,0.500,0,0.105,0.060,0.313,0.153,0.249,0.234,0.375,0.263
2001,0.112,0.105,0.317,0.090,0.137,0.122,0.438,0.140,0.071,0.076,0.194,0.018,0.098,0.076,0.500,0.129,0.123,0.122,0,0.128,0.064,0.071,0,0.053,0.053,0.072,0,0,0.076,0.081,0,0.045,0.043,0.045,0,0,0.063,0.030,0.179,0,0.097,0.106,0.500,0,0.121,0.060,0.500,0.162,0.274,0.270,0.375,0.222
2002,0.127,0.125,0.296,0.090,0.160,0.151,0.438,0.139,0.074,0.079,0.179,0.018,0.122,0.108,0.500,0.129,0.129,0.129,0,0.128,0.074,0.086,0,0.053,0.060,0.081,0,0,0.090,0.098,0,0.045,0.061,0.063,0,0,0.075,0.045,0.162,0,0.084,0.091,0.500,0,0.167,0.134,0.500,0.160,0.295,0.295,0.375,0.222
2003,0.137,0.136,0.357,0.094,0.175,0.168,0.469,0.146,0.073,0.080,0.208,0.018,0.133,0.120,0.563,0.129,0.161,0.172,0,0.128,0.074,0.086,0,0.053,0.053,0.071,0,0,0.076,0.082,0,0.045,0.078,0.081,0,0,0.067,0.045,0.182,0,0.093,0.102,0.500,0,0.175,0.140,0.563,0.162,0.326,0.327,0.375,0.278
2004,0.144,0.144,0.405,0.053,0.197,0.180,0.481,0.368,0.069,0.082,0.267,0,0.150,0.137,0.583,0.250,0.238,0.237,0,0.250,0.054,0.083,0,0,0.068,0.092,0,0,0.076,0.076,0,0,0.071,0.072,0,0,0.052,0.030,0.231,0,0.092,0.100,0.500,0,0.189,0.152,0.583,0.333,0.345,0.327,0.400,1.000
2005,0.143,0.141,0.444,0.070,0.190,0.172,0.481,0.389,0.075,0.085,0.333,0.018,0.151,0.137,0.583,0.267,0.240,0.237,0,0.286,0.083,0.100,0,0.053,0.067,0.091,0,0,0.068,0.068,0,0,0.071,0.072,0,0,0.045,0.030,0.400,0,0.092,0.102,0.250,0,0.195,0.159,0.583,0.333,0.315,0.293,0.400,1.000
2006,0.146,0.146,0.429,0.070,0.196,0.180,0.444,0.389,0.075,0.085,0.375,0.018,0.164,0.151,0.583,0.267,0.246,0.244,0,0.286,0.075,0.088,0,0.053,0.074,0.100,0,0,0.101,0.102,0,0,0.071,0.072,0,0,0.047,0.031,0.500,0,0.092,0.100,0.333,0,0.208,0.173,0.583,0.333,0.301,0.283,0.333,1.000
2007,0.137,0.148,0.167,0.048,0.194,0.192,0,0.267,0.059,0.069,0.250,0.018,0.173,0.173,0,0.167,0.260,0.263,0,0.200,0.058,0.061,0,0.053,0.081,0.110,0,0,0.147,0.148,0,0,0.071,0.072,0,0,0.024,0.031,0,0,0.059,0.062,0.333,0,0.196,0.196,0,0.200,0.265,0.261,0,0.667
2008,0.135,0.146,0.111,0.055,0.191,0.189,0,0.278,0.059,0.069,0.143,0.018,0.165,0.164,0,0.231,0.258,0.254,0,0.333,0.058,0.062,0,0.053,0.074,0.100,0,0,0.127,0.128,0,0,0.062,0.063,0,0,0.024,0.030,0,0,0.064,0.069,0.167,0,0.196,0.196,0,0.200,0.278,0.278,0,0.400
2009,0.138,0.149,0.300,0.089,0.191,0.195,0.500,0.161,0.052,0.067,0.167,0,0.163,0.159,0.667,0.164,0.227,0.235,0,0.194,0.029,0.045,0,0,0.074,0.100,0,0,0.128,0.120,0.500,0.136,0.070,0.070,0,0,0.024,0.031,0,0,0.065,0.069,0.200,0,0.191,0.199,1.000,0.162,0.298,0.317,0,0.133
